Brand,Model,RAM,Storage,Battery,Camera,ScreenSize,FiveG,PhoneAge,Condition,Price
OnePlus,OnePlus-447,3,256,5914,16,6.0,No,3.3,New,17564.22
OnePlus,OnePlus-307,4,32,6202,48,7.2,No,4.6,New,12599.79
Google,Google-205,16,512,4993,48,5.6,Yes,0.7,Used,66947.6
Nothing,Nothing-625,6,64,3633,16,6.6,Yes,1.2,New,27853.62
Xiaomi,Xiaomi-668,6,512,5801,50,6.8,Yes,0.4,New,35407.43
Nothing,Nothing-449,16,32,5576,8,7.1,No,1.2,New,36139.57
OnePlus,OnePlus-854,16,32,6426,64,5.2,No,0.4,New,45148.81
Nothing,Nothing-886,12,64,6095,32,5.6,Yes,4.8,Used,9443.34
Samsung,Samsung-425,12,128,4762,8,6.1,No,1.1,Used,28112.43
Samsung,Samsung-759,12,64,4127,32,7.0,Yes,2.7,New,31731.12
Vivo,Vivo-387,2,128,3698,64,6.4,Yes,2.0,Used,10821.21
Apple,Apple-534,6,32,5538,16,5.9,No,2.7,New,70481.31
Google,Google-282,16,256,5571,200,6.7,Yes,1.8,New,68514.34
Vivo,Vivo-388,3,128,3380,200,5.1,Yes,2.4,New,11415.74
Motorola,Motorola-134,6,32,6126,8,5.4,No,2.9,New,8626.95
Apple,Apple-958,12,128,5944,64,5.4,No,0.8,New,104417.96
Vivo,Vivo-708,3,128,4338,32,5.7,No,5.0,Used,4000.0
Vivo,Vivo-109,12,512,5127,8,5.5,No,1.3,Used,20024.42
Oppo,Oppo-112,12,256,5432,16,6.6,No,4.3,New,11320.85
Samsung,Samsung-964,12,64,4982,32,6.5,No,1.6,Used,24417.02
Google,Google-511,3,64,5306,32,6.6,No,5.0,New,27953.46
Vivo,Vivo-779,8,64,5502,64,7.0,Yes,2.6,New,15607.59
Apple,Apple-115,12,128,5569,64,5.7,Yes,4.1,New,76317.11
Motorola,Motorola-981,6,64,5140,200,5.9,Yes,0.5,Used,18128.37
Google,Google-769,8,64,5856,108,5.6,Yes,1.1,New,64770.65
Google,Google-468,3,512,5917,32,5.1,Yes,1.0,New,66934.65
Realme,Realme-246,6,128,3529,32,6.2,Yes,4.3,New,6919.51
Vivo,Vivo-498,12,64,3235,16,7.0,Yes,1.4,New,23433.53
Samsung,Samsung-525,6,512,3579,8,5.9,No,1.1,Used,27606.93
Realme,Realme-285,6,32,3989,64,6.2,No,4.1,Used,4751.15
Realme,Realme-680,12,64,5556,50,5.1,Yes,2.5,New,13617.29
Realme,Realme-327,12,64,5154,8,5.8,No,2.9,New,11689.59
Nothing,Nothing-543,2,256,6317,8,7.0,No,1.5,Used,16765.89
OnePlus,OnePlus-915,4,256,3110,64,5.0,No,4.3,Used,9458.88
OnePlus,OnePlus-995,4,128,5916,16,6.3,No,4.9,New,12647.42
Nothing,Nothing-322,6,32,3491,64,5.6,Yes,1.5,New,23310.2
Vivo,Vivo-536,4,128,5021,12,5.7,Yes,1.6,Used,11764.83
Nothing,Nothing-690,4,32,6322,16,5.6,Yes,4.4,New,10857.75
Apple,Apple-960,8,32,5247,32,6.4,Yes,2.5,Used,65693.09
Vivo,Vivo-973,8,256,5591,16,5.1,Yes,3.0,New,12725.79
Motorola,Motorola-712,6,64,6240,108,7.1,Yes,3.8,New,11749.38
Xiaomi,Xiaomi-712,6,512,6134,64,5.4,Yes,1.6,New,22928.77
Samsung,Samsung-324,4,512,4442,8,5.5,No,2.2,Used,20099.89
Xiaomi,Xiaomi-784,6,32,3225,48,5.9,Yes,3.1,Used,7584.73
Vivo,Vivo-206,16,64,4618,32,6.2,Yes,1.0,New,30400.98
Samsung,Samsung-734,16,512,5735,32,7.1,Yes,3.7,New,36529.3
Google,Google-647,4,128,3626,8,6.8,Yes,1.9,Used,37047.47
Oppo,Oppo-530,4,256,5776,8,6.6,Yes,2.9,Used,9983.54
Realme,Realme-911,4,64,4248,12,5.5,Yes,3.6,Used,4444.1
Oppo,Oppo-528,12,256,5841,48,5.7,Yes,1.4,New,26242.94
Nothing,Nothing-899,3,512,4230,32,5.4,Yes,4.9,Used,8685.55
Nothing,Nothing-674,12,32,4657,8,5.5,No,1.5,Used,17692.17
Realme,Realme-529,2,512,6064,200,7.1,Yes,1.1,New,27674.0
Oppo,Oppo-764,4,256,5089,50,5.2,No,0.9,New,19797.77
OnePlus,OnePlus-465,8,256,3191,200,5.4,No,0.4,Used,28787.53
Motorola,Motorola-362,3,128,6198,200,6.8,Yes,4.1,New,9981.17
Xiaomi,Xiaomi-634,16,128,6260,48,6.2,No,4.7,Used,7494.5
Realme,Realme-893,8,512,4222,50,5.1,Yes,0.3,New,30133.41
Vivo,Vivo-130,8,64,5585,12,5.2,Yes,1.1,Used,12956.07
Realme,Realme-951,8,128,5075,16,6.2,No,1.2,Used,13481.24
Motorola,Motorola-408,2,128,4010,50,6.0,Yes,1.5,New,15306.47
OnePlus,OnePlus-997,6,512,6332,16,6.7,No,1.5,New,33047.07
OnePlus,OnePlus-322,12,32,5745,200,5.3,Yes,0.3,New,43344.13
Nothing,Nothing-748,12,256,3296,64,7.1,Yes,1.5,Used,27290.21
Realme,Realme-210,16,512,3028,16,6.3,Yes,3.1,New,18434.91
Nothing,Nothing-865,4,128,4317,64,5.7,No,4.1,New,12588.83
Xiaomi,Xiaomi-316,4,256,6142,16,6.6,Yes,2.9,Used,9038.98
Nothing,Nothing-686,2,64,3593,64,5.4,Yes,0.1,Used,22062.81
Apple,Apple-207,4,256,3742,8,6.3,No,1.9,New,90773.97
Xiaomi,Xiaomi-674,8,256,3090,108,5.4,Yes,1.0,Used,17027.14
Oppo,Oppo-308,6,256,3188,48,5.8,Yes,3.0,New,13909.78
Nothing,Nothing-442,4,32,3858,200,5.9,No,3.3,Used,10767.45
Xiaomi,Xiaomi-395,2,256,3756,108,5.7,Yes,2.6,New,12448.14
Nothing,Nothing-596,12,512,4800,50,6.2,Yes,1.1,Used,31376.82
Motorola,Motorola-577,16,64,5689,48,6.5,No,3.8,Used,10244.88
Oppo,Oppo-272,8,32,3591,64,5.2,Yes,3.5,New,9525.17
Vivo,Vivo-593,6,32,3335,8,5.1,No,4.5,Used,4000.0
Oppo,Oppo-274,2,512,4563,8,6.7,No,2.2,New,15728.54
Nothing,Nothing-858,16,512,4109,8,6.0,No,1.2,New,39062.86
Motorola,Motorola-173,8,512,5467,32,6.5,Yes,4.9,New,11419.28
Motorola,Motorola-595,4,256,5391,16,5.5,No,4.5,New,6954.71
Samsung,Samsung-825,3,256,5995,8,6.3,No,1.0,New,35135.73
Xiaomi,Xiaomi-741,8,128,5481,50,5.8,Yes,3.2,Used,8886.84
Google,Google-645,3,128,4494,108,6.2,Yes,3.5,Used,28805.72
Oppo,Oppo-897,8,128,3475,32,5.4,No,1.3,New,17591.4
Google,Google-139,3,512,4925,108,5.7,Yes,1.0,Used,47508.61
Realme,Realme-550,4,32,6006,48,6.6,Yes,1.3,New,16959.59
OnePlus,OnePlus-476,12,32,3793,12,6.9,Yes,5.0,New,14124.16
Nothing,Nothing-472,6,64,4836,50,5.7,Yes,0.3,New,36241.34
Samsung,Samsung-427,4,128,3007,200,5.1,Yes,4.4,New,16222.65
Nothing,Nothing-236,12,128,3787,8,5.0,Yes,3.6,New,17538.59
Xiaomi,Xiaomi-442,4,64,4926,12,5.6,No,0.8,Used,9270.75
Samsung,Samsung-931,8,32,4984,108,5.2,No,1.6,Used,20155.19
OnePlus,OnePlus-705,16,512,5188,8,7.0,No,3.0,Used,22602.08
Google,Google-777,8,128,3175,64,5.8,No,4.0,Used,23520.27
Xiaomi,Xiaomi-337,3,32,4110,32,5.6,Yes,1.8,Used,7922.21
Apple,Apple-925,2,512,4746,50,6.7,Yes,2.5,New,84073.15
Vivo,Vivo-919,16,512,4489,50,6.2,Yes,2.1,New,26359.37
Apple,Apple-956,2,512,5680,50,6.0,No,0.1,New,129413.11
Nothing,Nothing-820,4,64,3121,108,6.3,Yes,0.8,Used,22006.94
Xiaomi,Xiaomi-144,4,64,4729,32,5.8,Yes,4.0,New,7669.15
Google,Google-725,4,32,5544,32,7.1,No,2.6,New,42426.22
OnePlus,OnePlus-628,16,64,5534,16,6.4,Yes,0.4,New,52372.29
OnePlus,OnePlus-638,6,512,4671,8,5.3,Yes,3.7,Used,13818.95
Samsung,Samsung-679,3,128,4769,50,6.1,Yes,4.2,Used,13741.65
Nothing,Nothing-444,6,128,6434,108,6.2,Yes,4.4,Used,9600.12
Oppo,Oppo-690,16,64,6298,50,6.9,No,3.9,Used,9746.68
Oppo,Oppo-929,4,256,5650,50,7.0,Yes,1.7,New,18978.02
OnePlus,OnePlus-106,6,64,6134,48,5.4,Yes,4.7,New,13463.46
Xiaomi,Xiaomi-125,6,128,4975,50,6.2,No,1.8,Used,11034.2
OnePlus,OnePlus-847,3,256,6489,48,6.5,No,3.3,New,17597.74
Oppo,Oppo-773,16,32,5142,12,7.2,Yes,0.8,New,34263.11
OnePlus,OnePlus-899,16,32,3021,48,6.0,No,2.3,New,27406.91
Motorola,Motorola-514,6,256,3090,200,5.1,Yes,3.8,New,11006.56
Nothing,Nothing-248,3,256,5637,108,5.1,No,1.6,Used,16430.75
Oppo,Oppo-541,12,512,5380,12,5.2,Yes,3.7,New,15021.36
Nothing,Nothing-108,6,512,4243,12,6.4,Yes,0.5,Used,29723.35
OnePlus,OnePlus-655,3,32,6169,200,7.0,No,0.3,Used,23720.12
OnePlus,OnePlus-766,8,512,4283,16,6.3,No,1.2,New,37851.79
Vivo,Vivo-659,8,512,4852,108,5.1,No,0.5,Used,22742.97
Vivo,Vivo-685,6,128,5578,200,5.3,Yes,4.9,Used,5143.71
Google,Google-809,12,512,4644,64,6.6,No,1.1,Used,49991.52
Vivo,Vivo-955,8,128,5776,64,6.8,Yes,0.2,Used,25346.41
Nothing,Nothing-129,6,32,5892,32,5.7,Yes,2.2,Used,14572.73
Motorola,Motorola-414,4,512,4000,32,7.1,No,4.7,Used,7517.32
Vivo,Vivo-243,12,512,5802,108,5.3,Yes,0.7,Used,27066.81
Google,Google-601,16,128,4896,64,7.2,No,2.1,New,64719.6
Xiaomi,Xiaomi-596,2,128,3241,8,5.1,Yes,0.5,New,14444.55
OnePlus,OnePlus-702,3,64,3726,108,5.5,Yes,4.3,Used,9077.06
OnePlus,OnePlus-545,2,128,4373,8,7.2,No,4.5,New,13469.89
Vivo,Vivo-781,4,256,3512,48,5.2,Yes,4.0,Used,5777.91
Apple,Apple-371,6,256,5184,200,5.9,Yes,0.1,Used,88267.87
Nothing,Nothing-476,12,512,6477,64,5.8,Yes,1.9,Used,25096.28
OnePlus,OnePlus-877,16,512,5900,12,5.8,No,4.2,New,24159.4
Vivo,Vivo-873,12,512,5388,50,5.9,No,1.2,New,28921.66
Samsung,Samsung-916,3,32,3063,50,6.3,Yes,0.2,New,34599.49
Motorola,Motorola-575,4,32,6430,16,5.7,Yes,3.4,Used,6659.73
Apple,Apple-267,8,256,4001,108,6.8,No,4.8,Used,46237.7
Samsung,Samsung-512,4,64,4942,64,5.6,No,0.1,Used,27457.42
Apple,Apple-573,2,32,4082,108,6.5,Yes,3.0,Used,52548.08
Nothing,Nothing-891,6,256,3998,8,5.4,No,1.8,Used,15005.55
Samsung,Samsung-463,12,128,5897,50,5.9,No,4.7,New,18299.61
Apple,Apple-685,16,128,6479,16,6.7,No,4.7,Used,50972.88
Apple,Apple-843,8,256,6287,48,7.2,No,1.1,New,107578.77
Xiaomi,Xiaomi-640,6,64,3093,64,5.7,No,0.5,New,18193.4
Nothing,Nothing-622,2,128,5187,64,6.2,No,3.8,New,13154.63
Google,Google-318,8,256,6343,32,6.6,Yes,0.6,Used,54583.13
Google,Google-143,2,512,5661,12,5.3,Yes,1.1,New,61827.9
Motorola,Motorola-883,4,64,5202,12,5.4,Yes,1.7,New,12238.62
Samsung,Samsung-784,2,32,5987,16,6.2,No,4.4,Used,10458.82
Realme,Realme-147,3,128,3658,8,5.7,Yes,0.9,New,15345.88
Motorola,Motorola-218,4,32,4636,48,5.6,Yes,1.8,Used,9901.94
Motorola,Motorola-362,3,128,3976,50,6.4,Yes,0.9,Used,14046.17
Vivo,Vivo-125,3,256,4849,64,5.9,No,0.8,Used,14991.62
Vivo,Vivo-979,12,32,3852,48,7.1,No,4.9,New,8163.7
Xiaomi,Xiaomi-466,16,32,3750,50,7.1,No,2.2,New,20796.23
Xiaomi,Xiaomi-842,2,512,3117,200,5.3,No,3.2,Used,7421.04
Xiaomi,Xiaomi-217,12,32,3243,8,6.8,Yes,3.7,Used,8143.74
Samsung,Samsung-466,8,32,5911,8,6.8,Yes,4.3,New,19545.73
Realme,Realme-434,3,512,3290,50,7.1,Yes,3.4,Used,9579.95
Oppo,Oppo-630,2,64,6211,12,6.1,No,4.9,New,4900.14
Realme,Realme-424,6,32,5548,48,6.7,Yes,5.0,New,6026.12
OnePlus,OnePlus-260,3,256,3619,64,6.6,Yes,3.5,Used,12879.55
Xiaomi,Xiaomi-570,2,128,3384,32,6.2,No,4.0,New,6369.46
Realme,Realme-870,16,512,4044,16,6.7,Yes,1.1,Used,25883.75
Google,Google-753,6,64,6065,108,6.8,Yes,4.3,Used,25612.22
Motorola,Motorola-975,8,256,4725,8,6.0,Yes,4.2,New,11654.24
Realme,Realme-621,3,512,4650,64,7.2,No,4.3,New,9695.97
Motorola,Motorola-557,12,512,4994,64,6.2,Yes,1.8,Used,18862.37
Xiaomi,Xiaomi-711,16,128,3538,108,6.3,Yes,0.4,Used,27160.57
Google,Google-488,16,32,3646,8,5.7,No,1.6,New,55375.8
Realme,Realme-513,4,512,4794,50,5.8,Yes,1.1,Used,15170.8
Samsung,Samsung-904,16,64,3767,8,5.5,No,3.1,New,26545.82
Vivo,Vivo-514,8,256,5875,32,6.2,Yes,1.2,Used,17100.36
Xiaomi,Xiaomi-937,3,64,5728,32,6.1,Yes,3.7,New,7656.9
Nothing,Nothing-137,4,64,3533,108,6.6,No,0.4,New,28517.71
Xiaomi,Xiaomi-291,4,32,4166,48,5.0,No,1.0,New,11290.12
Oppo,Oppo-627,2,32,5431,200,6.3,No,3.3,New,8610.47
Google,Google-527,4,128,6397,200,5.3,Yes,4.0,Used,23485.13
OnePlus,OnePlus-501,3,32,3431,64,7.2,Yes,2.4,New,22456.4
Samsung,Samsung-359,8,512,5231,16,5.3,No,1.9,Used,23734.89
Nothing,Nothing-482,6,64,3718,108,6.2,Yes,2.5,Used,14196.86
Realme,Realme-458,2,32,4813,64,5.6,No,3.6,Used,4000.0
Apple,Apple-223,2,256,4244,200,7.1,Yes,4.8,New,68211.07
OnePlus,OnePlus-317,4,512,5907,32,6.8,Yes,0.0,Used,34812.35
Realme,Realme-378,12,128,4624,32,6.0,No,1.9,Used,11963.83
Xiaomi,Xiaomi-471,6,256,5985,200,5.6,Yes,4.2,New,10449.15
Oppo,Oppo-995,2,32,4650,32,6.1,Yes,1.4,Used,10212.59
Samsung,Samsung-259,12,512,4460,200,6.9,No,2.7,New,39677.5
Google,Google-438,16,256,4892,48,5.4,No,1.0,New,74408.87
OnePlus,OnePlus-789,4,32,3219,48,5.9,No,1.3,New,22967.49
Samsung,Samsung-941,8,256,3752,200,6.3,No,2.6,Used,22898.55
Apple,Apple-312,6,512,5532,108,7.0,Yes,0.1,New,131331.38
Nothing,Nothing-985,6,128,5754,12,7.1,No,2.8,New,18928.9
Oppo,Oppo-607,16,32,3982,50,6.6,Yes,0.6,New,32441.14
OnePlus,OnePlus-641,3,32,5594,200,6.0,Yes,4.8,New,13370.09
Oppo,Oppo-505,16,512,3223,108,6.6,Yes,5.0,Used,8898.85
Motorola,Motorola-567,12,64,5633,108,5.8,No,4.2,New,10991.12
Oppo,Oppo-890,16,128,5127,32,7.1,Yes,1.7,New,30204.19
Nothing,Nothing-166,12,32,3778,16,6.4,Yes,2.8,Used,15080.05
OnePlus,OnePlus-847,12,512,3546,32,6.7,Yes,1.6,New,41218.62
Nothing,Nothing-733,6,256,4394,108,7.1,Yes,2.9,Used,14889.43
Realme,Realme-722,3,64,5720,48,7.0,Yes,0.6,New,19165.24
Oppo,Oppo-280,3,512,6252,200,5.4,Yes,4.4,Used,6725.19
Apple,Apple-670,3,256,3347,32,5.3,No,0.2,Used,79391.73
Motorola,Motorola-526,3,256,3452,32,6.4,Yes,1.6,New,19093.69
Apple,Apple-370,4,512,5808,48,6.2,No,4.7,New,69491.09
Nothing,Nothing-558,4,32,6054,64,5.6,Yes,4.8,Used,7779.72
Vivo,Vivo-189,2,64,5134,12,5.1,Yes,1.3,New,12508.72
Nothing,Nothing-802,4,128,3602,32,6.6,No,2.3,Used,13905.82
Google,Google-364,12,128,4960,32,6.1,Yes,2.5,New,52721.71
Nothing,Nothing-312,6,256,4832,16,6.2,No,3.7,Used,10646.82
Samsung,Samsung-346,2,128,4288,64,7.1,No,1.0,Used,24302.34
Oppo,Oppo-254,16,256,3854,12,6.4,No,1.6,New,28455.6
Oppo,Oppo-488,2,256,5535,12,6.7,No,2.5,Used,8698.16
Xiaomi,Xiaomi-479,2,256,6186,12,6.4,No,0.7,New,19498.45
Nothing,Nothing-872,8,512,3309,8,5.8,Yes,1.2,New,36194.04
Apple,Apple-620,16,512,5630,64,5.4,Yes,4.7,Used,55729.92
OnePlus,OnePlus-644,8,32,3870,32,6.6,Yes,2.8,New,21156.67
Apple,Apple-985,8,256,3081,48,7.0,No,1.6,New,107517.42
Realme,Realme-975,12,128,5655,50,6.6,Yes,1.4,New,24676.0
Nothing,Nothing-173,6,128,6023,8,6.8,Yes,4.7,Used,9330.2
Nothing,Nothing-408,6,32,5362,108,5.5,No,0.8,Used,20513.58
Realme,Realme-226,6,32,5437,16,7.0,Yes,0.9,New,18643.25
Vivo,Vivo-912,3,128,5978,64,6.0,Yes,2.8,Used,7989.9
Nothing,Nothing-598,16,512,4575,16,6.2,No,4.8,Used,12288.44
Xiaomi,Xiaomi-870,12,512,5811,64,6.4,Yes,3.0,Used,13364.32
Google,Google-432,12,128,6492,8,6.5,No,3.4,Used,31271.57
Google,Google-315,12,128,3116,50,6.6,Yes,1.4,New,64474.23
Oppo,Oppo-307,4,256,3283,12,6.4,No,2.9,Used,7984.44
Samsung,Samsung-350,3,32,3707,16,6.9,No,0.9,New,31407.06
Vivo,Vivo-669,6,512,6203,12,5.9,No,2.4,Used,12748.04
Apple,Apple-951,12,64,3311,48,6.3,No,1.7,Used,75698.87
Vivo,Vivo-741,2,64,3923,200,6.1,Yes,1.6,New,14470.45
Nothing,Nothing-871,8,128,3984,16,6.2,No,1.2,Used,21492.39
Xiaomi,Xiaomi-846,4,256,5620,50,6.5,No,3.0,Used,8073.76
Nothing,Nothing-259,4,64,6201,200,6.0,No,1.4,New,23185.05
OnePlus,OnePlus-947,8,64,4277,108,5.3,No,4.6,New,13279.09
Oppo,Oppo-179,4,256,5339,50,5.4,Yes,2.8,Used,9525.44
Vivo,Vivo-452,12,256,3017,48,6.7,No,0.5,Used,24379.09
Samsung,Samsung-671,16,512,3321,48,5.4,No,1.5,Used,31925.87
Realme,Realme-292,6,512,4271,32,5.7,Yes,3.1,New,13679.96
Xiaomi,Xiaomi-599,16,32,4642,108,6.0,No,1.7,New,20497.43
Motorola,Motorola-375,2,256,3634,16,5.3,Yes,0.8,New,17503.07
Samsung,Samsung-467,8,32,5421,108,5.1,Yes,4.1,New,18835.88
Apple,Apple-418,6,128,6047,8,7.1,Yes,2.0,Used,67189.4
Vivo,Vivo-832,2,64,4270,108,6.5,No,1.7,Used,9329.85
Xiaomi,Xiaomi-181,3,128,6076,32,6.3,No,3.4,Used,6070.35
Samsung,Samsung-148,8,256,4663,12,5.0,Yes,2.4,New,30709.61
Apple,Apple-126,12,512,6481,64,5.7,Yes,2.5,New,102284.47
Oppo,Oppo-426,12,128,3867,200,6.7,Yes,1.6,New,24704.49
Vivo,Vivo-442,2,256,6096,50,6.6,No,3.3,New,10440.38
Oppo,Oppo-847,3,256,4825,64,7.1,Yes,2.0,Used,12709.3
Apple,Apple-918,6,512,5272,48,5.8,Yes,0.9,New,117296.94
Google,Google-673,4,128,5620,64,5.3,No,0.3,New,60764.24
Motorola,Motorola-306,16,128,4738,200,6.7,No,1.3,New,30181.71
Realme,Realme-463,16,512,3305,48,6.7,Yes,3.9,New,14906.31
Apple,Apple-815,8,512,4635,64,6.2,No,3.7,New,73877.29
Realme,Realme-488,16,256,4993,108,6.1,Yes,1.5,New,28589.07
Google,Google-469,6,512,4431,64,5.3,No,0.1,New,78497.14
Apple,Apple-107,4,64,5726,16,6.1,Yes,1.2,New,88962.08
Google,Google-478,12,512,5674,12,5.7,No,3.5,New,45388.6
Nothing,Nothing-648,6,64,3732,48,6.5,Yes,4.0,Used,9750.92
Xiaomi,Xiaomi-651,8,128,5404,200,6.0,Yes,0.8,New,25036.3
Xiaomi,Xiaomi-617,4,256,3924,12,5.8,No,2.5,Used,7958.91
Xiaomi,Xiaomi-962,4,128,5205,16,5.0,No,3.1,Used,5442.86
Google,Google-894,3,128,5251,48,6.5,Yes,4.6,Used,22295.37
Apple,Apple-941,4,512,5109,108,6.7,No,1.4,Used,69772.65
Realme,Realme-858,4,32,4996,16,5.4,Yes,3.3,New,6764.92
Realme,Realme-571,4,256,4823,108,6.4,Yes,3.1,Used,7967.38
Samsung,Samsung-193,4,64,5785,8,5.2,No,4.9,New,13193.05
Vivo,Vivo-770,3,64,5158,108,6.5,Yes,1.0,Used,14300.14
Vivo,Vivo-581,8,512,3743,16,7.0,Yes,1.7,New,27196.41
OnePlus,OnePlus-735,6,128,3218,64,5.1,No,2.1,Used,15414.03
Motorola,Motorola-159,2,64,3984,48,5.0,No,0.8,New,12811.75
Oppo,Oppo-370,16,32,3310,16,6.9,Yes,4.2,New,12795.33
Realme,Realme-463,8,256,4309,32,5.8,No,1.2,New,19237.71
OnePlus,OnePlus-269,6,512,4350,48,6.9,No,4.4,New,17522.75
Apple,Apple-466,8,512,6490,16,6.9,Yes,2.6,New,100651.29
Apple,Apple-153,4,128,4481,32,7.0,Yes,1.0,Used,75738.21
Samsung,Samsung-504,6,64,4737,50,7.0,Yes,1.9,Used,24267.35
OnePlus,OnePlus-284,12,256,5367,12,6.3,Yes,4.9,New,16455.18
Samsung,Samsung-960,3,64,4304,200,6.0,Yes,2.0,Used,20820.36
Realme,Realme-799,8,64,4434,16,6.8,Yes,1.3,Used,14811.66
Vivo,Vivo-615,6,32,4354,50,7.2,No,0.2,New,25870.76
Apple,Apple-263,8,128,3677,108,5.2,Yes,3.3,New,74495.49
Nothing,Nothing-817,16,32,5910,200,5.6,Yes,3.7,New,21479.97
Nothing,Nothing-370,2,512,5419,48,5.7,Yes,4.2,New,15119.34
Realme,Realme-696,16,512,3989,108,5.4,No,1.9,Used,19032.74
Oppo,Oppo-747,4,512,5997,200,7.2,Yes,2.1,Used,15481.69
Vivo,Vivo-111,16,64,6176,16,6.8,Yes,1.8,New,27059.33
Vivo,Vivo-659,6,512,3680,48,5.6,No,1.5,Used,15573.38
Oppo,Oppo-454,16,256,4627,16,6.9,No,4.4,Used,9947.17
Motorola,Motorola-510,6,256,5276,16,6.3,Yes,3.2,Used,9719.49
Oppo,Oppo-479,16,256,6486,48,5.1,No,3.4,New,15592.88
OnePlus,OnePlus-880,8,256,4661,16,7.0,No,2.9,New,22405.78
Samsung,Samsung-629,12,512,3410,32,6.9,Yes,0.2,New,62349.73
Nothing,Nothing-966,2,128,3819,108,5.7,Yes,4.9,New,10659.97
Google,Google-729,6,128,3602,32,6.3,Yes,2.7,New,45401.23
Xiaomi,Xiaomi-627,3,512,3307,32,6.7,Yes,3.6,Used,8940.22
Apple,Apple-232,16,64,5717,8,5.5,Yes,4.9,New,70368.74
Realme,Realme-941,8,64,4654,12,5.7,Yes,1.7,New,15773.0
Nothing,Nothing-532,2,128,3312,16,6.2,Yes,2.3,Used,12820.85
Vivo,Vivo-329,16,128,4831,12,5.6,No,1.9,Used,15603.49
Google,Google-452,2,256,5720,48,6.3,Yes,1.3,New,55422.77
Realme,Realme-738,2,512,3185,108,6.7,Yes,2.7,New,13808.26
OnePlus,OnePlus-384,6,32,4189,12,7.2,Yes,2.2,Used,17189.47
Samsung,Samsung-254,6,128,4647,12,5.8,Yes,0.1,Used,31199.49
Google,Google-800,12,32,6238,12,6.1,Yes,0.8,New,70789.85
Motorola,Motorola-763,8,128,6015,12,5.3,No,2.0,Used,10408.03
Nothing,Nothing-695,16,256,4500,50,6.3,No,4.1,Used,13678.94
Oppo,Oppo-894,3,256,5714,64,6.0,Yes,1.4,Used,13737.22
Vivo,Vivo-676,8,256,3416,48,7.0,Yes,4.6,Used,7631.82
OnePlus,OnePlus-828,4,32,5283,48,5.3,Yes,3.2,Used,12291.75
Xiaomi,Xiaomi-441,4,128,4360,12,6.6,No,1.2,New,14502.03
Google,Google-879,2,64,3283,12,5.5,Yes,0.9,New,57104.95
Oppo,Oppo-648,8,256,4826,16,5.8,No,2.4,New,14800.03
Realme,Realme-905,16,512,5040,16,5.8,Yes,0.9,New,36463.7
Vivo,Vivo-778,4,64,6198,32,6.2,No,3.2,Used,6863.8
Samsung,Samsung-660,4,512,4659,200,6.6,Yes,2.1,New,34210.46
Nothing,Nothing-132,8,256,6246,64,7.1,No,3.6,New,18524.18
Apple,Apple-953,4,256,4630,48,7.1,No,1.4,New,97894.78
Apple,Apple-180,3,128,5185,108,6.6,Yes,0.5,Used,82343.91
Nothing,Nothing-379,2,32,4049,12,6.9,Yes,0.2,Used,22191.69
OnePlus,OnePlus-235,12,128,3543,108,6.7,Yes,2.1,Used,23701.05
Apple,Apple-203,2,32,6243,16,7.1,No,1.1,New,101374.43
Apple,Apple-658,16,256,4860,12,5.8,Yes,2.6,New,102315.46
Apple,Apple-470,8,256,5202,64,6.6,No,3.2,New,75909.28
Realme,Realme-365,4,256,3912,48,5.3,No,2.2,New,11461.4
Apple,Apple-509,8,32,4886,200,5.4,Yes,0.0,New,118454.81
Vivo,Vivo-279,2,32,3212,64,6.5,Yes,2.2,Used,8041.8
Motorola,Motorola-719,12,128,6139,12,7.2,Yes,3.3,New,16897.39
Motorola,Motorola-315,6,512,6011,12,5.4,Yes,3.7,New,13597.36
Motorola,Motorola-284,3,512,4812,32,6.9,Yes,1.7,Used,15371.69
Motorola,Motorola-673,8,32,5284,48,5.8,Yes,0.6,New,22184.88
Google,Google-667,6,32,4897,200,7.1,No,1.0,New,59007.12
Realme,Realme-813,12,128,3989,32,6.8,No,2.2,Used,12646.42
Xiaomi,Xiaomi-880,2,512,5244,108,5.8,Yes,2.2,New,17734.8
Google,Google-578,8,512,4183,50,6.9,Yes,1.6,Used,45237.6
Nothing,Nothing-687,6,128,5905,12,5.3,No,2.5,New,16594.58
Xiaomi,Xiaomi-169,8,128,4456,48,6.6,Yes,1.0,New,24450.05
Xiaomi,Xiaomi-991,16,256,3296,200,6.2,Yes,2.7,Used,15643.5
Xiaomi,Xiaomi-768,4,512,5397,12,6.2,No,3.2,Used,8774.07
Samsung,Samsung-666,4,32,5406,12,5.9,Yes,2.0,New,24425.58
Realme,Realme-891,12,512,5342,50,5.8,No,0.6,New,31747.32
Xiaomi,Xiaomi-655,2,512,3903,16,6.6,Yes,3.1,New,13447.41
Motorola,Motorola-748,6,128,4650,48,7.2,No,1.0,New,23478.2
Oppo,Oppo-948,12,128,5043,64,5.1,No,1.6,Used,14326.55
Apple,Apple-934,6,512,5806,12,5.8,Yes,1.1,New,119298.44
Nothing,Nothing-966,3,256,3462,32,7.0,No,1.1,Used,21771.8
Apple,Apple-779,6,64,5955,12,5.8,Yes,1.4,Used,68250.45
Google,Google-154,3,32,4549,32,5.8,Yes,3.0,Used,28524.64
Motorola,Motorola-657,12,64,4638,12,6.5,Yes,3.2,New,14543.09
